example_index,task_id,op_type,condition,website,confirmed_task
633,6f79871b-a798-4439-8415-34379a131074,CLICK,Outcome-Aware,stubhub,"Find a NOFX ticket for a show in Austin, Texas on April 23 for 1 person."
634,6f79871b-a798-4439-8415-34379a131074,TYPE,Outcome-Aware,stubhub,"Find a NOFX ticket for a show in Austin, Texas on April 23 for 1 person."
635,6f79871b-a798-4439-8415-34379a131074,CLICK,Outcome-Aware,stubhub,"Find a NOFX ticket for a show in Austin, Texas on April 23 for 1 person."
636,6f79871b-a798-4439-8415-34379a131074,CLICK,Outcome-Aware,stubhub,"Find a NOFX ticket for a show in Austin, Texas on April 23 for 1 person."
637,6f79871b-a798-4439-8415-34379a131074,CLICK,Outcome-Aware,stubhub,"Find a NOFX ticket for a show in Austin, Texas on April 23 for 1 person."
638,77ed39d9-b40a-40e8-a3bc-db05cbdb607d,CLICK,Outcome-Aware,stubhub,Start the process to purchase a gift card.
639,77ed39d9-b40a-40e8-a3bc-db05cbdb607d,CLICK,Outcome-Aware,stubhub,Start the process to purchase a gift card.
640,7a9212a8-30ba-4dfe-bdef-89349e006cc1,CLICK,Outcome-Aware,stubhub,Find NHL events occurring in Boston.
641,7a9212a8-30ba-4dfe-bdef-89349e006cc1,CLICK,Outcome-Aware,stubhub,Find NHL events occurring in Boston.
642,7a9212a8-30ba-4dfe-bdef-89349e006cc1,TYPE,Outcome-Aware,stubhub,Find NHL events occurring in Boston.
643,7a9212a8-30ba-4dfe-bdef-89349e006cc1,CLICK,Outcome-Aware,stubhub,Find NHL events occurring in Boston.
644,7a9212a8-30ba-4dfe-bdef-89349e006cc1,CLICK,Outcome-Aware,stubhub,Find NHL events occurring in Boston.
645,7a9212a8-30ba-4dfe-bdef-89349e006cc1,TYPE,Outcome-Aware,stubhub,Find NHL events occurring in Boston.
646,7a9212a8-30ba-4dfe-bdef-89349e006cc1,CLICK,Outcome-Aware,stubhub,Find NHL events occurring in Boston.
647,7eefb724-4b06-4d7b-a7d3-7a78f3413b6d,TYPE,Outcome-Aware,stubhub,Find and purchase two aisle seats for the Adele concert in Las Vegas on June 16th.
648,7eefb724-4b06-4d7b-a7d3-7a78f3413b6d,CLICK,Outcome-Aware,stubhub,Find and purchase two aisle seats for the Adele concert in Las Vegas on June 16th.
649,7eefb724-4b06-4d7b-a7d3-7a78f3413b6d,CLICK,Outcome-Aware,stubhub,Find and purchase two aisle seats for the Adele concert in Las Vegas on June 16th.
650,7eefb724-4b06-4d7b-a7d3-7a78f3413b6d,CLICK,Outcome-Aware,stubhub,Find and purchase two aisle seats for the Adele concert in Las Vegas on June 16th.
651,7eefb724-4b06-4d7b-a7d3-7a78f3413b6d,CLICK,Outcome-Aware,stubhub,Find and purchase two aisle seats for the Adele concert in Las Vegas on June 16th.
652,7eefb724-4b06-4d7b-a7d3-7a78f3413b6d,CLICK,Outcome-Aware,stubhub,Find and purchase two aisle seats for the Adele concert in Las Vegas on June 16th.
653,7eefb724-4b06-4d7b-a7d3-7a78f3413b6d,CLICK,Outcome-Aware,stubhub,Find and purchase two aisle seats for the Adele concert in Las Vegas on June 16th.
654,7eefb724-4b06-4d7b-a7d3-7a78f3413b6d,CLICK,Outcome-Aware,stubhub,Find and purchase two aisle seats for the Adele concert in Las Vegas on June 16th.
655,8eb3f652-a36b-4e93-b8fc-6c993b58f414,TYPE,Outcome-Aware,stubhub,Check parking available for Bad Bunny concert.
656,8eb3f652-a36b-4e93-b8fc-6c993b58f414,CLICK,Outcome-Aware,stubhub,Check parking available for Bad Bunny concert.
657,8eb3f652-a36b-4e93-b8fc-6c993b58f414,CLICK,Outcome-Aware,stubhub,Check parking available for Bad Bunny concert.
658,d806070d-16bb-43ac-8853-1fe11dcc03fa,CLICK,Outcome-Aware,nba,Find Devin Booker's highest scoring points per gameplayoff run.
659,d806070d-16bb-43ac-8853-1fe11dcc03fa,CLICK,Outcome-Aware,nba,Find Devin Booker's highest scoring points per gameplayoff run.
660,d806070d-16bb-43ac-8853-1fe11dcc03fa,TYPE,Outcome-Aware,nba,Find Devin Booker's highest scoring points per gameplayoff run.
661,d806070d-16bb-43ac-8853-1fe11dcc03fa,CLICK,Outcome-Aware,nba,Find Devin Booker's highest scoring points per gameplayoff run.
662,d806070d-16bb-43ac-8853-1fe11dcc03fa,CLICK,Outcome-Aware,nba,Find Devin Booker's highest scoring points per gameplayoff run.
663,d806070d-16bb-43ac-8853-1fe11dcc03fa,SELECT,Outcome-Aware,nba,Find Devin Booker's highest scoring points per gameplayoff run.
664,d806070d-16bb-43ac-8853-1fe11dcc03fa,CLICK,Outcome-Aware,nba,Find Devin Booker's highest scoring points per gameplayoff run.
665,ead2dce9-3ab8-4d12-83d2-857088c13c4e,CLICK,Outcome-Aware,nba,check all the $200 seats available for1 ticket purchase to Denver Nuggets last game in week 23.
666,ead2dce9-3ab8-4d12-83d2-857088c13c4e,SELECT,Outcome-Aware,nba,check all the $200 seats available for1 ticket purchase to Denver Nuggets last game in week 23.
667,ead2dce9-3ab8-4d12-83d2-857088c13c4e,CLICK,Outcome-Aware,nba,check all the $200 seats available for1 ticket purchase to Denver Nuggets last game in week 23.
668,ead2dce9-3ab8-4d12-83d2-857088c13c4e,SELECT,Outcome-Aware,nba,check all the $200 seats available for1 ticket purchase to Denver Nuggets last game in week 23.
669,ead2dce9-3ab8-4d12-83d2-857088c13c4e,CLICK,Outcome-Aware,nba,check all the $200 seats available for1 ticket purchase to Denver Nuggets last game in week 23.
670,ead2dce9-3ab8-4d12-83d2-857088c13c4e,CLICK,Outcome-Aware,nba,check all the $200 seats available for1 ticket purchase to Denver Nuggets last game in week 23.
671,ead2dce9-3ab8-4d12-83d2-857088c13c4e,SELECT,Outcome-Aware,nba,check all the $200 seats available for1 ticket purchase to Denver Nuggets last game in week 23.
672,ead2dce9-3ab8-4d12-83d2-857088c13c4e,TYPE,Outcome-Aware,nba,check all the $200 seats available for1 ticket purchase to Denver Nuggets last game in week 23.
673,ead2dce9-3ab8-4d12-83d2-857088c13c4e,TYPE,Outcome-Aware,nba,check all the $200 seats available for1 ticket purchase to Denver Nuggets last game in week 23.
674,2c09555a-4f9f-457d-b15b-0e8078ec4338,CLICK,Outcome-Aware,tripadvisor,Find a restaurant in San Francisco which serves Kosher food and high rating.
675,2c09555a-4f9f-457d-b15b-0e8078ec4338,TYPE,Outcome-Aware,tripadvisor,Find a restaurant in San Francisco which serves Kosher food and high rating.
676,2c09555a-4f9f-457d-b15b-0e8078ec4338,CLICK,Outcome-Aware,tripadvisor,Find a restaurant in San Francisco which serves Kosher food and high rating.
677,2c09555a-4f9f-457d-b15b-0e8078ec4338,CLICK,Outcome-Aware,tripadvisor,Find a restaurant in San Francisco which serves Kosher food and high rating.
678,abf2e88a-ffe6-495c-b3cc-1cd237792175,TYPE,Outcome-Aware,stubhub,Browse floor tickets to the Los Angeles Lakers vs Memphis Grizzlies game on April 22nd.
679,abf2e88a-ffe6-495c-b3cc-1cd237792175,CLICK,Outcome-Aware,stubhub,Browse floor tickets to the Los Angeles Lakers vs Memphis Grizzlies game on April 22nd.
680,abf2e88a-ffe6-495c-b3cc-1cd237792175,CLICK,Outcome-Aware,stubhub,Browse floor tickets to the Los Angeles Lakers vs Memphis Grizzlies game on April 22nd.
681,abf2e88a-ffe6-495c-b3cc-1cd237792175,CLICK,Outcome-Aware,stubhub,Browse floor tickets to the Los Angeles Lakers vs Memphis Grizzlies game on April 22nd.
682,abf2e88a-ffe6-495c-b3cc-1cd237792175,CLICK,Outcome-Aware,stubhub,Browse floor tickets to the Los Angeles Lakers vs Memphis Grizzlies game on April 22nd.
683,abf2e88a-ffe6-495c-b3cc-1cd237792175,CLICK,Outcome-Aware,stubhub,Browse floor tickets to the Los Angeles Lakers vs Memphis Grizzlies game on April 22nd.
684,d4c8f4ae-4a25-49fb-966f-087abbe54930,TYPE,Outcome-Aware,stubhub,Search for four VIP tickets for the Harry Styles concert in Australia on Jul 8th.
685,d4c8f4ae-4a25-49fb-966f-087abbe54930,CLICK,Outcome-Aware,stubhub,Search for four VIP tickets for the Harry Styles concert in Australia on Jul 8th.
686,d4c8f4ae-4a25-49fb-966f-087abbe54930,CLICK,Outcome-Aware,stubhub,Search for four VIP tickets for the Harry Styles concert in Australia on Jul 8th.
687,d4c8f4ae-4a25-49fb-966f-087abbe54930,CLICK,Outcome-Aware,stubhub,Search for four VIP tickets for the Harry Styles concert in Australia on Jul 8th.
688,d4c8f4ae-4a25-49fb-966f-087abbe54930,SELECT,Outcome-Aware,stubhub,Search for four VIP tickets for the Harry Styles concert in Australia on Jul 8th.
689,d4c8f4ae-4a25-49fb-966f-087abbe54930,CLICK,Outcome-Aware,stubhub,Search for four VIP tickets for the Harry Styles concert in Australia on Jul 8th.
690,d4c8f4ae-4a25-49fb-966f-087abbe54930,CLICK,Outcome-Aware,stubhub,Search for four VIP tickets for the Harry Styles concert in Australia on Jul 8th.
691,d4c8f4ae-4a25-49fb-966f-087abbe54930,CLICK,Outcome-Aware,stubhub,Search for four VIP tickets for the Harry Styles concert in Australia on Jul 8th.
692,d4c8f4ae-4a25-49fb-966f-087abbe54930,CLICK,Outcome-Aware,stubhub,Search for four VIP tickets for the Harry Styles concert in Australia on Jul 8th.
693,d4c8f4ae-4a25-49fb-966f-087abbe54930,CLICK,Outcome-Aware,stubhub,Search for four VIP tickets for the Harry Styles concert in Australia on Jul 8th.
694,d4c8f4ae-4a25-49fb-966f-087abbe54930,CLICK,Outcome-Aware,stubhub,Search for four VIP tickets for the Harry Styles concert in Australia on Jul 8th.
695,b83d8b14-a069-4aab-8a82-89250cafa347,CLICK,Outcome-Aware,macys,Add to my bag one men's slim jeans of size 26*29
696,b83d8b14-a069-4aab-8a82-89250cafa347,CLICK,Outcome-Aware,macys,Add to my bag one men's slim jeans of size 26*29
697,b83d8b14-a069-4aab-8a82-89250cafa347,CLICK,Outcome-Aware,macys,Add to my bag one men's slim jeans of size 26*29
698,b83d8b14-a069-4aab-8a82-89250cafa347,CLICK,Outcome-Aware,macys,Add to my bag one men's slim jeans of size 26*29
699,b83d8b14-a069-4aab-8a82-89250cafa347,CLICK,Outcome-Aware,macys,Add to my bag one men's slim jeans of size 26*29
700,b83d8b14-a069-4aab-8a82-89250cafa347,CLICK,Outcome-Aware,macys,Add to my bag one men's slim jeans of size 26*29
701,34293a39-d3f8-4931-8a20-5359bb2e26ff,CLICK,Outcome-Aware,tripadvisor,Find a Hotel in New York City with lowest price possible for 2 adults this weekend (April 1st and 2nd).
702,34293a39-d3f8-4931-8a20-5359bb2e26ff,TYPE,Outcome-Aware,tripadvisor,Find a Hotel in New York City with lowest price possible for 2 adults this weekend (April 1st and 2nd).
703,34293a39-d3f8-4931-8a20-5359bb2e26ff,CLICK,Outcome-Aware,tripadvisor,Find a Hotel in New York City with lowest price possible for 2 adults this weekend (April 1st and 2nd).
704,34293a39-d3f8-4931-8a20-5359bb2e26ff,CLICK,Outcome-Aware,tripadvisor,Find a Hotel in New York City with lowest price possible for 2 adults this weekend (April 1st and 2nd).
705,34293a39-d3f8-4931-8a20-5359bb2e26ff,CLICK,Outcome-Aware,tripadvisor,Find a Hotel in New York City with lowest price possible for 2 adults this weekend (April 1st and 2nd).
706,34293a39-d3f8-4931-8a20-5359bb2e26ff,CLICK,Outcome-Aware,tripadvisor,Find a Hotel in New York City with lowest price possible for 2 adults this weekend (April 1st and 2nd).
707,34293a39-d3f8-4931-8a20-5359bb2e26ff,CLICK,Outcome-Aware,tripadvisor,Find a Hotel in New York City with lowest price possible for 2 adults this weekend (April 1st and 2nd).
708,34293a39-d3f8-4931-8a20-5359bb2e26ff,CLICK,Outcome-Aware,tripadvisor,Find a Hotel in New York City with lowest price possible for 2 adults this weekend (April 1st and 2nd).
709,18c81087-23fc-4154-8f69-31d1ed10efa4,CLICK,Outcome-Aware,stubhub,Find $100 egift card which has Happy Birthday on it for myself and add to cart.
710,18c81087-23fc-4154-8f69-31d1ed10efa4,CLICK,Outcome-Aware,stubhub,Find $100 egift card which has Happy Birthday on it for myself and add to cart.
711,18c81087-23fc-4154-8f69-31d1ed10efa4,CLICK,Outcome-Aware,stubhub,Find $100 egift card which has Happy Birthday on it for myself and add to cart.
712,18c81087-23fc-4154-8f69-31d1ed10efa4,CLICK,Outcome-Aware,stubhub,Find $100 egift card which has Happy Birthday on it for myself and add to cart.
713,18c81087-23fc-4154-8f69-31d1ed10efa4,CLICK,Outcome-Aware,stubhub,Find $100 egift card which has Happy Birthday on it for myself and add to cart.
714,18c81087-23fc-4154-8f69-31d1ed10efa4,CLICK,Outcome-Aware,stubhub,Find $100 egift card which has Happy Birthday on it for myself and add to cart.
715,18c81087-23fc-4154-8f69-31d1ed10efa4,CLICK,Outcome-Aware,stubhub,Find $100 egift card which has Happy Birthday on it for myself and add to cart.
716,18c81087-23fc-4154-8f69-31d1ed10efa4,CLICK,Outcome-Aware,stubhub,Find $100 egift card which has Happy Birthday on it for myself and add to cart.
717,18c81087-23fc-4154-8f69-31d1ed10efa4,CLICK,Outcome-Aware,stubhub,Find $100 egift card which has Happy Birthday on it for myself and add to cart.
718,1da50745-6c23-4fad-a7e7-2e43b4993137,CLICK,Outcome-Aware,stubhub,Show theatre events for Las Vegas and select one.
719,1da50745-6c23-4fad-a7e7-2e43b4993137,CLICK,Outcome-Aware,stubhub,Show theatre events for Las Vegas and select one.
720,1da50745-6c23-4fad-a7e7-2e43b4993137,CLICK,Outcome-Aware,stubhub,Show theatre events for Las Vegas and select one.
721,ccf3639f-fcc4-4367-9c71-d8359913beca,CLICK,Outcome-Aware,trip,Browse nonstop flights from London to New York City from Jun 1st to July 15th.
722,ccf3639f-fcc4-4367-9c71-d8359913beca,TYPE,Outcome-Aware,trip,Browse nonstop flights from London to New York City from Jun 1st to July 15th.
723,ccf3639f-fcc4-4367-9c71-d8359913beca,CLICK,Outcome-Aware,trip,Browse nonstop flights from London to New York City from Jun 1st to July 15th.
724,ccf3639f-fcc4-4367-9c71-d8359913beca,TYPE,Outcome-Aware,trip,Browse nonstop flights from London to New York City from Jun 1st to July 15th.
725,ccf3639f-fcc4-4367-9c71-d8359913beca,CLICK,Outcome-Aware,trip,Browse nonstop flights from London to New York City from Jun 1st to July 15th.
726,ccf3639f-fcc4-4367-9c71-d8359913beca,CLICK,Outcome-Aware,trip,Browse nonstop flights from London to New York City from Jun 1st to July 15th.
727,ccf3639f-fcc4-4367-9c71-d8359913beca,CLICK,Outcome-Aware,trip,Browse nonstop flights from London to New York City from Jun 1st to July 15th.
728,ced2919a-f486-4ce2-a3c5-b9e63ce1f59c,TYPE,Outcome-Aware,trip,Search for hotels in Tokyo for the weekend of May 19th that offer free breakfast and airport shuttle service.
729,ced2919a-f486-4ce2-a3c5-b9e63ce1f59c,CLICK,Outcome-Aware,trip,Search for hotels in Tokyo for the weekend of May 19th that offer free breakfast and airport shuttle service.
730,ced2919a-f486-4ce2-a3c5-b9e63ce1f59c,CLICK,Outcome-Aware,trip,Search for hotels in Tokyo for the weekend of May 19th that offer free breakfast and airport shuttle service.
731,ced2919a-f486-4ce2-a3c5-b9e63ce1f59c,CLICK,Outcome-Aware,trip,Search for hotels in Tokyo for the weekend of May 19th that offer free breakfast and airport shuttle service.
732,ced2919a-f486-4ce2-a3c5-b9e63ce1f59c,CLICK,Outcome-Aware,trip,Search for hotels in Tokyo for the weekend of May 19th that offer free breakfast and airport shuttle service.
733,ced2919a-f486-4ce2-a3c5-b9e63ce1f59c,CLICK,Outcome-Aware,trip,Search for hotels in Tokyo for the weekend of May 19th that offer free breakfast and airport shuttle service.
734,ced2919a-f486-4ce2-a3c5-b9e63ce1f59c,CLICK,Outcome-Aware,trip,Search for hotels in Tokyo for the weekend of May 19th that offer free breakfast and airport shuttle service.
735,ced2919a-f486-4ce2-a3c5-b9e63ce1f59c,CLICK,Outcome-Aware,trip,Search for hotels in Tokyo for the weekend of May 19th that offer free breakfast and airport shuttle service.
736,0c470ef9-3409-48ec-8bb7-68ba580cfc9b,CLICK,Outcome-Aware,macys,Search for boys infant pajamas below $40.
737,0c470ef9-3409-48ec-8bb7-68ba580cfc9b,CLICK,Outcome-Aware,macys,Search for boys infant pajamas below $40.
738,0c470ef9-3409-48ec-8bb7-68ba580cfc9b,CLICK,Outcome-Aware,macys,Search for boys infant pajamas below $40.
739,0c470ef9-3409-48ec-8bb7-68ba580cfc9b,CLICK,Outcome-Aware,macys,Search for boys infant pajamas below $40.
740,0c470ef9-3409-48ec-8bb7-68ba580cfc9b,CLICK,Outcome-Aware,macys,Search for boys infant pajamas below $40.
741,0c470ef9-3409-48ec-8bb7-68ba580cfc9b,CLICK,Outcome-Aware,macys,Search for boys infant pajamas below $40.
742,0c470ef9-3409-48ec-8bb7-68ba580cfc9b,CLICK,Outcome-Aware,macys,Search for boys infant pajamas below $40.
743,0c470ef9-3409-48ec-8bb7-68ba580cfc9b,CLICK,Outcome-Aware,macys,Search for boys infant pajamas below $40.
744,0c470ef9-3409-48ec-8bb7-68ba580cfc9b,CLICK,Outcome-Aware,macys,Search for boys infant pajamas below $40.
745,0c470ef9-3409-48ec-8bb7-68ba580cfc9b,CLICK,Outcome-Aware,macys,Search for boys infant pajamas below $40.
746,a1b36184-1ae4-45fb-aa6a-b892d38ac771,CLICK,Outcome-Aware,tiktok.music,Show me the performance analytics for the most popular product.
747,a1b36184-1ae4-45fb-aa6a-b892d38ac771,CLICK,Outcome-Aware,tiktok.music,Show me the performance analytics for the most popular product.
748,a1b36184-1ae4-45fb-aa6a-b892d38ac771,CLICK,Outcome-Aware,tiktok.music,Show me the performance analytics for the most popular product.
749,a4dedb12-f5cf-4297-b558-f535be5945a0,CLICK,Outcome-Aware,tiktok.music,Search the list of top 100 hashtags in the last 30 days.
750,a4dedb12-f5cf-4297-b558-f535be5945a0,CLICK,Outcome-Aware,tiktok.music,Search the list of top 100 hashtags in the last 30 days.
751,a4dedb12-f5cf-4297-b558-f535be5945a0,CLICK,Outcome-Aware,tiktok.music,Search the list of top 100 hashtags in the last 30 days.
752,a4dedb12-f5cf-4297-b558-f535be5945a0,CLICK,Outcome-Aware,tiktok.music,Search the list of top 100 hashtags in the last 30 days.
753,ad47b9a6-f8e0-4136-85b9-1d1b761d8433,CLICK,Outcome-Aware,tiktok.music,"Search for an electronic song that has the word dance on its name for tik tok commercial use, it has to be over 60 seconds"
754,ad47b9a6-f8e0-4136-85b9-1d1b761d8433,CLICK,Outcome-Aware,tiktok.music,"Search for an electronic song that has the word dance on its name for tik tok commercial use, it has to be over 60 seconds"
755,ad47b9a6-f8e0-4136-85b9-1d1b761d8433,CLICK,Outcome-Aware,tiktok.music,"Search for an electronic song that has the word dance on its name for tik tok commercial use, it has to be over 60 seconds"
756,ad47b9a6-f8e0-4136-85b9-1d1b761d8433,CLICK,Outcome-Aware,tiktok.music,"Search for an electronic song that has the word dance on its name for tik tok commercial use, it has to be over 60 seconds"
757,ad47b9a6-f8e0-4136-85b9-1d1b761d8433,TYPE,Outcome-Aware,tiktok.music,"Search for an electronic song that has the word dance on its name for tik tok commercial use, it has to be over 60 seconds"
758,ad47b9a6-f8e0-4136-85b9-1d1b761d8433,CLICK,Outcome-Aware,tiktok.music,"Search for an electronic song that has the word dance on its name for tik tok commercial use, it has to be over 60 seconds"
759,c7bf7015-e355-4c7d-9321-d75d37da94bc,CLICK,Outcome-Aware,tiktok.music,Find me happy and food themed music in australia that don't last long than 20 seconds
760,c7bf7015-e355-4c7d-9321-d75d37da94bc,CLICK,Outcome-Aware,tiktok.music,Find me happy and food themed music in australia that don't last long than 20 seconds
761,c7bf7015-e355-4c7d-9321-d75d37da94bc,CLICK,Outcome-Aware,tiktok.music,Find me happy and food themed music in australia that don't last long than 20 seconds
762,c7bf7015-e355-4c7d-9321-d75d37da94bc,CLICK,Outcome-Aware,tiktok.music,Find me happy and food themed music in australia that don't last long than 20 seconds
763,c7bf7015-e355-4c7d-9321-d75d37da94bc,CLICK,Outcome-Aware,tiktok.music,Find me happy and food themed music in australia that don't last long than 20 seconds
764,c7bf7015-e355-4c7d-9321-d75d37da94bc,CLICK,Outcome-Aware,tiktok.music,Find me happy and food themed music in australia that don't last long than 20 seconds
765,c7bf7015-e355-4c7d-9321-d75d37da94bc,CLICK,Outcome-Aware,tiktok.music,Find me happy and food themed music in australia that don't last long than 20 seconds
766,2f096936-2d36-40bc-8fbd-8f91785410ea,CLICK,Outcome-Aware,macys,"Filter handbags to evening bag that is blue, embellished and costs less than $50."
767,2f096936-2d36-40bc-8fbd-8f91785410ea,CLICK,Outcome-Aware,macys,"Filter handbags to evening bag that is blue, embellished and costs less than $50."
768,2f096936-2d36-40bc-8fbd-8f91785410ea,CLICK,Outcome-Aware,macys,"Filter handbags to evening bag that is blue, embellished and costs less than $50."
769,2f096936-2d36-40bc-8fbd-8f91785410ea,CLICK,Outcome-Aware,macys,"Filter handbags to evening bag that is blue, embellished and costs less than $50."
770,2f096936-2d36-40bc-8fbd-8f91785410ea,CLICK,Outcome-Aware,macys,"Filter handbags to evening bag that is blue, embellished and costs less than $50."
771,2f096936-2d36-40bc-8fbd-8f91785410ea,CLICK,Outcome-Aware,macys,"Filter handbags to evening bag that is blue, embellished and costs less than $50."
772,2f096936-2d36-40bc-8fbd-8f91785410ea,CLICK,Outcome-Aware,macys,"Filter handbags to evening bag that is blue, embellished and costs less than $50."
773,2f096936-2d36-40bc-8fbd-8f91785410ea,CLICK,Outcome-Aware,macys,"Filter handbags to evening bag that is blue, embellished and costs less than $50."
774,2f096936-2d36-40bc-8fbd-8f91785410ea,CLICK,Outcome-Aware,macys,"Filter handbags to evening bag that is blue, embellished and costs less than $50."
775,45ffa5b5-2225-496b-89d1-a3b8994249a5,CLICK,Outcome-Aware,tripadvisor,"Find an Indian restaurant for dinner in Los Angeles, order online from the top restaurant, and save this to a list named Los Angeles."
776,45ffa5b5-2225-496b-89d1-a3b8994249a5,TYPE,Outcome-Aware,tripadvisor,"Find an Indian restaurant for dinner in Los Angeles, order online from the top restaurant, and save this to a list named Los Angeles."
777,45ffa5b5-2225-496b-89d1-a3b8994249a5,CLICK,Outcome-Aware,tripadvisor,"Find an Indian restaurant for dinner in Los Angeles, order online from the top restaurant, and save this to a list named Los Angeles."
778,45ffa5b5-2225-496b-89d1-a3b8994249a5,CLICK,Outcome-Aware,tripadvisor,"Find an Indian restaurant for dinner in Los Angeles, order online from the top restaurant, and save this to a list named Los Angeles."
779,45ffa5b5-2225-496b-89d1-a3b8994249a5,CLICK,Outcome-Aware,tripadvisor,"Find an Indian restaurant for dinner in Los Angeles, order online from the top restaurant, and save this to a list named Los Angeles."
780,45ffa5b5-2225-496b-89d1-a3b8994249a5,CLICK,Outcome-Aware,tripadvisor,"Find an Indian restaurant for dinner in Los Angeles, order online from the top restaurant, and save this to a list named Los Angeles."
781,45ffa5b5-2225-496b-89d1-a3b8994249a5,CLICK,Outcome-Aware,tripadvisor,"Find an Indian restaurant for dinner in Los Angeles, order online from the top restaurant, and save this to a list named Los Angeles."
782,45ffa5b5-2225-496b-89d1-a3b8994249a5,CLICK,Outcome-Aware,tripadvisor,"Find an Indian restaurant for dinner in Los Angeles, order online from the top restaurant, and save this to a list named Los Angeles."
783,45ffa5b5-2225-496b-89d1-a3b8994249a5,CLICK,Outcome-Aware,tripadvisor,"Find an Indian restaurant for dinner in Los Angeles, order online from the top restaurant, and save this to a list named Los Angeles."
784,45ffa5b5-2225-496b-89d1-a3b8994249a5,CLICK,Outcome-Aware,tripadvisor,"Find an Indian restaurant for dinner in Los Angeles, order online from the top restaurant, and save this to a list named Los Angeles."
785,45ffa5b5-2225-496b-89d1-a3b8994249a5,TYPE,Outcome-Aware,tripadvisor,"Find an Indian restaurant for dinner in Los Angeles, order online from the top restaurant, and save this to a list named Los Angeles."
786,45ffa5b5-2225-496b-89d1-a3b8994249a5,CLICK,Outcome-Aware,tripadvisor,"Find an Indian restaurant for dinner in Los Angeles, order online from the top restaurant, and save this to a list named Los Angeles."
787,aa835369-48e5-4e8f-8f36-49dcdaf5dcb1,CLICK,Outcome-Aware,trip,Show me Today's Top Deals on Hotels
788,aa835369-48e5-4e8f-8f36-49dcdaf5dcb1,CLICK,Outcome-Aware,trip,Show me Today's Top Deals on Hotels
789,b51de4da-67f8-4641-b0f6-9488f384e8f3,TYPE,Outcome-Aware,trip,Find hotels with breakfast included in las vegas for 3 adults to stay in two rooms from April 10 to april 23
790,b51de4da-67f8-4641-b0f6-9488f384e8f3,CLICK,Outcome-Aware,trip,Find hotels with breakfast included in las vegas for 3 adults to stay in two rooms from April 10 to april 23
791,b51de4da-67f8-4641-b0f6-9488f384e8f3,CLICK,Outcome-Aware,trip,Find hotels with breakfast included in las vegas for 3 adults to stay in two rooms from April 10 to april 23
792,b51de4da-67f8-4641-b0f6-9488f384e8f3,CLICK,Outcome-Aware,trip,Find hotels with breakfast included in las vegas for 3 adults to stay in two rooms from April 10 to april 23
793,b51de4da-67f8-4641-b0f6-9488f384e8f3,CLICK,Outcome-Aware,trip,Find hotels with breakfast included in las vegas for 3 adults to stay in two rooms from April 10 to april 23
794,b51de4da-67f8-4641-b0f6-9488f384e8f3,CLICK,Outcome-Aware,trip,Find hotels with breakfast included in las vegas for 3 adults to stay in two rooms from April 10 to april 23
795,b51de4da-67f8-4641-b0f6-9488f384e8f3,CLICK,Outcome-Aware,trip,Find hotels with breakfast included in las vegas for 3 adults to stay in two rooms from April 10 to april 23
796,b51de4da-67f8-4641-b0f6-9488f384e8f3,CLICK,Outcome-Aware,trip,Find hotels with breakfast included in las vegas for 3 adults to stay in two rooms from April 10 to april 23
797,b5b427a3-2a23-4847-af06-351d96e11c27,TYPE,Outcome-Aware,trip,"Find a Hotel in New Yark for the dates Wed, 15 Mar to Thu, 16 Mar 1 room for 2 Adults providing 1 Bed with Breakfast and the rent payable at Hotelwith Instant confirmation and Free cancellation"
798,b5b427a3-2a23-4847-af06-351d96e11c27,CLICK,Outcome-Aware,trip,"Find a Hotel in New Yark for the dates Wed, 15 Mar to Thu, 16 Mar 1 room for 2 Adults providing 1 Bed with Breakfast and the rent payable at Hotelwith Instant confirmation and Free cancellation"
799,b5b427a3-2a23-4847-af06-351d96e11c27,CLICK,Outcome-Aware,trip,"Find a Hotel in New Yark for the dates Wed, 15 Mar to Thu, 16 Mar 1 room for 2 Adults providing 1 Bed with Breakfast and the rent payable at Hotelwith Instant confirmation and Free cancellation"
800,b5b427a3-2a23-4847-af06-351d96e11c27,CLICK,Outcome-Aware,trip,"Find a Hotel in New Yark for the dates Wed, 15 Mar to Thu, 16 Mar 1 room for 2 Adults providing 1 Bed with Breakfast and the rent payable at Hotelwith Instant confirmation and Free cancellation"
801,b5b427a3-2a23-4847-af06-351d96e11c27,CLICK,Outcome-Aware,trip,"Find a Hotel in New Yark for the dates Wed, 15 Mar to Thu, 16 Mar 1 room for 2 Adults providing 1 Bed with Breakfast and the rent payable at Hotelwith Instant confirmation and Free cancellation"
802,b5b427a3-2a23-4847-af06-351d96e11c27,CLICK,Outcome-Aware,trip,"Find a Hotel in New Yark for the dates Wed, 15 Mar to Thu, 16 Mar 1 room for 2 Adults providing 1 Bed with Breakfast and the rent payable at Hotelwith Instant confirmation and Free cancellation"
803,b5b427a3-2a23-4847-af06-351d96e11c27,CLICK,Outcome-Aware,trip,"Find a Hotel in New Yark for the dates Wed, 15 Mar to Thu, 16 Mar 1 room for 2 Adults providing 1 Bed with Breakfast and the rent payable at Hotelwith Instant confirmation and Free cancellation"
